Ti,Al,Sn,Zr,Mo,Si,C,Nb,Hf,Ta,Cr,B,Mn,V,Co,Fe,Ni,W,Cu,Zn,Mg,Gd,Y,P,Ce,N,Er,Ca,Ge,Re,O,Ga,T,lnkp,,,,,,
77.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-7.264430223,,,,,,
64.87,35.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.220390708,,,,,,
73.58,6.91,0,0,0,7.2,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.55741402,,,,,,
73.58,6.91,0,0,0,7.2,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-7.523941418,,,,,,
73.58,6.91,0,0,0,7.2,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-4.268697949,,,,,,
73.58,6.91,0,0,0,7.2,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-4.074541935,,,,,,
73.79,13.86,0,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-14.70710868,,,,,,
73.79,13.86,0,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-12.82225878,,,,,,
73.79,13.86,0,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-12.38042603,,,,,,
0,18.87,0,0,0,0,8.4,0,0,0,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-16.02278547,,,,,,
0,18.87,0,0,0,0,8.4,0,0,0,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-12.98260144,,,,,,
0,18.87,0,0,0,0,8.4,0,0,0,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-12.09274396,,,,,,
73.73,12.47,0,0,0,1.45,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-14.78309458,,,,,,
73.73,12.47,0,0,0,1.45,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-13.94334393,,,,,,
73.73,12.47,0,0,0,1.45,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-11.99096127,,,,,,
73.71,10.39,0,0,0,3.61,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-13.81551056,,,,,,
73.42,1.38,0,0,0,12.92,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-14.95494484,,,,,,
73.42,1.38,0,0,0,12.92,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-13.633189,,,,,,
73.42,1.38,0,0,0,12.92,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-12.4292162,,,,,,
0,5.15,0,0,0,0,0,0,0,0,22.06,0,0,0,24,22.85,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-11.41761529,,,,,,
0,10.94,0,0,0,3.42,0,0,0,0,27.2,0,0,0,29.3,0,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-19.0940253,,,,,,
0,7.91,0,0,0,2.7,0,0,0,0,10.42,0,0,0,39.29,0,39.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-19.44233199,,,,,,
2.55,1.7,0,0,9.5,0.15,0.06,0,0,0,19,0.005,0.3,0,10,1.5,55.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-12.15200542,,,,,,
2.55,1.7,0,0,9.5,0.15,0.06,0,0,0,19,0.005,0.3,0,10,1.5,55.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.71544973,,,,,,
2.55,1.7,0,0,9.5,0.15,0.06,0,0,0,19,0.005,0.3,0,10,1.5,55.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.236632,,,,,,
58.7,31.4,0,0,4.8,0,0,1.2,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.548310009,,,,,,
45.1,29.4,0,0,12.4,0,0,6.8,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-6.873353852,,,,,,
35.3,30.1,0,0,15.8,0,0,10.2,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-6.59733372,,,,,,
16.67,20,0,0,0,0,30,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.36228928,,,,,,
16.67,20,0,0,0,0,30,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-15.64809202,,,,,,
0,6.5,0,0,0,3.4,0,0,0,0,20.8,0,0,0,23.6,22.3,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.51952968,,,,,,
0,6.7,0,0,0,0,0,0,0,0,21.5,0,0,0,24.4,23.1,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.64717524,,,,,,
0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-22.69734686,,,,,,
0,6.7,0,0,0,0,0,0,0,0,21.5,0,0,0,24.4,23.1,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.07115333,,,,,,
16.67,16.67,0,0,5.66,0,0,0,0,0,16.66,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-14.08848648,,,,,,
16.67,16.67,0,0,5.66,0,0,0,0,0,16.66,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.57129193,,,,,,
0.34,1.2,0,0,8.5,0,0.04,0,0,0,22.2,0.004,0,0,12.1,0,55.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-0.336872317,,,,,,
0.34,1.2,0,0,8.5,0,0.04,0,0,0,22.2,0.004,0,0,12.1,0,55.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1.599387577,,,,,,
2,2,0,0,0,1,0,0,0,0,20,0,0,0,20,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.612311591,,,,,,
2,2,0,0,0,1,0,0,0,0,20,0,0,0,20,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.56086834,,,,,,
2,2,0,0,0,1,0,0,0,0,20,0,0,0,20,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-15.73283325,,,,,,
3.2,1.6,0,0,8,0,0.06,0,0,0,19,0,0,0,11,0,54.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-11.14828235,,,,,,
3.2,1.6,0,0,8,0,0.06,0,0,0,19,0,0,0,11,0,54.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.942228381,,,,,,
0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,20.5,19.4,20.4,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.63993723,,,,,,
0,4.5,0,0,0,0,0,0,0,0,17.2,0,0,0,19.5,18.5,19.4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-13.83980325,,,,,,
0,8.54,0,0,0,0,0,0,0,0,16.46,0,0,0,18.65,17.67,18.57,0,20.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-15.73965922,,,,,,
0,12.28,0,0,0,0,0,0,0,0,15.78,0,0,0,17.88,16.95,17.81,0,19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-16.20528886,,,,,,
0,15.69,0,0,0,0,0,0,0,0,15.12,0,0,0,17.13,16.23,17.06,0,18.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-16.37557188,,,,,,
28.85,3.84,0,0,0,38.46,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-7.690827167,,,,,,
28.85,3.84,0,0,0,38.46,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-6.637728142,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-7.143477613,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-5.099466508,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-3.411247718,,,,,,
0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,95.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-5.240048458,,,,,,
0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,95.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-2.882403588,,,,,,
0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,95.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-1.771956842,,,,,,
0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-7.706262975,,,,,,
0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-5.713832811,,,,,,
0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-4.074541935,,,,,,
0,14.21,0,0,0,0,0,0,0,0,0,0,0,0,85.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.740336743,,,,,,
0,14.21,0,0,0,0,0,0,0,0,0,0,0,0,85.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-5.521460918,,,,,,
0,14.21,0,0,0,0,0,0,0,0,0,0,0,0,85.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-4.755993076,,,,,,
0,20.24,0,0,0,0,0,0,0,0,0,0,0,0,79.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.326874188,,,,,,
0,20.24,0,0,0,0,0,0,0,0,0,0,0,0,79.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.542633551,,,,,,
0,20.24,0,0,0,0,0,0,0,0,0,0,0,0,79.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-5.278514739,,,,,,
0,24.58,0,0,0,0,0,0,0,0,0,0,0,0,75.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-11.33060391,,,,,,
0,24.58,0,0,0,0,0,0,0,0,0,0,0,0,75.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.1779244,,,,,,
0,24.58,0,0,0,0,0,0,0,0,0,0,0,0,75.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.94370838,,,,,,
0,32.41,0,0,0,0,0,0,0,0,0,0,0,0,67.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.41004545,,,,,,
0,32.41,0,0,0,0,0,0,0,0,0,0,0,0,67.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.28488231,,,,,,
0,32.41,0,0,0,0,0,0,0,0,0,0,0,0,67.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.41761529,,,,,,
0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.71689827,,,,,,
0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-9.028018815,,,,,,
0,0,0,0,0,0,0.089,0,0,0,20.4,0,0,0,0,0.27,79.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-10.41431318,,,,,,
0,52.85,0,0,0,0,0,0,0,0,0,0,0,0,47.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,-16.07887494,,,,,,
0,52.85,0,0,0,0,0,0,0,0,0,0,0,0,47.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-13.32081432,,,,,,
0,52.85,0,0,0,0,0,0,0,0,0,0,0,0,47.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.54235428,,,,,,
0,59.18,0,0,0,0,0,0,0,0,0,0,0,0,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,-17.93210073,,,,,,
0,59.18,0,0,0,0,0,0,0,0,0,0,0,0,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-13.6248902,,,,,,
0,59.18,0,0,0,0,0,0,0,0,0,0,0,0,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.58076138,,,,,,
0,0,0,0,0,0,0,0,0,0,18.5,0,17.6,0,20.3,21,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.22890995,,,,,,
0,0,0,0,0,0,0,0,0,0,18.5,0,17.6,0,20.3,21,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-8.375018703,,,,,,
0,0,0,0,0,0,0,0,0,0,18.5,0,17.6,0,20.3,21,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-6.953217653,,,,,,
0,0.018,0,0,0,0.033,0,0,0,0,0,0,0.006,0,0,0.016,0,0,0,0.003,99.924,0,0,0,0,0,0,0,0,0,0,0,500,-14.03865411,,,,,,
0,0,0,0,0,0,0,0,0,0,18.54,0,19.59,0,21.02,19.91,20.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.9266326,,,,,,
0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,20.74,19.65,41.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-6.653113061,,,,,,
0,4.53,0,0,0,0,0,0,0,0,17.47,0,0,0,19.8,18.76,39.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-5.444499877,,,,,,
0,8.68,0,0,0,0,0,0,0,0,16.71,0,0,0,18.94,17.96,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-6.564165575,,,,,,
0,10.69,0,0,0,0,0,0,0,0,20.6,0,0,0,23.35,22.12,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.516561311,,,,,,
0,10.69,0,0,0,0.02,0,0,0,0,20.59,0,0,0,23.34,22.11,23.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-8.421883012,,,,,,
0,10.69,0,0,0,0.04,0,0,0,0,20.58,0,0,0,23.33,22.11,23.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.824046011,,,,,,
0,10.55,0,0,0,1.32,0,0,0,0,20.33,0,0,0,23.04,21.83,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-8.606024405,,,,,,
0,2.5,0,0,0,0,0,0,0,0,24,0,0,0,23.5,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.54784457,,,,,,
0,10,0,0,0,0,0,0,0,0,22.5,0,0,0,22.5,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-19.47847104,,,,,,
0,13,0,0,0,0,0,0,0,0,21.6,0,0,0,21.7,21.7,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-19.36514235,,,,,,
0,10,0,0,0,0,0,0,0,0,20,0,0,0,20,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-14.45459052,,,,,,
0,9.3,0,0,0,0,0,0,0,0,18.4,0,0,0,18,18.3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-14.45459052,,,,,,
0,16.6,0,0,0,0,0,0,0,0,16.4,0,0,0,16.4,16.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-15.62407715,,,,,,
0,49,0,0,0,0,0,0,0,0,111.8,0,0,0,13.4,12.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.59663473,,,,,,
0,54.5,0,0,0,0,0,0,0,0,10.5,0,0,0,11.9,11.3,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.10746036,,,,,,
0,64.2,0,0,0,0,0,0,0,0,8.3,0,0,0,9.4,8.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-14.99316605,,,,,,
0,64.2,0,0,0,0,0,0,0,0,8.3,0,0,0,9.4,8.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.93092141,,,,,,
0,64.2,0,0,0,0,0,0,0,0,8.3,0,0,0,9.4,8.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.44687113,,,,,,
0,7.81,0,0,0,2.71,0,0,0,0,10.04,0,0,0,39.8,0,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-17.58777162,,,,,,
0,63.5,0,0,0,16.5,0,0,0,0,6.1,0,0,0,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-18.96540792,,,,,,
0,78.3,0,0,0,0,0,0,0,0,5,0,0,0,5.7,5.4,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-13.17365667,,,,,,
0,0,0,0,0,0,0,0,0,0,18,0,0,0,20.4,19.3,20.3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-15.42494847,,,,,,
0,0,0,0,0,0,0,0,0,0,18,0,0,0,20.4,19.3,20.3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.633189,,,,,,
0,0,0,0,0,0,0,0,0,0,18.54,0,19.59,0,21.01,19.91,20.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-10.98229721,,,,,,
0,0,0,0,0,0,0,0,0,0,18.54,0,19.59,0,21.01,19.91,20.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.10193849,,,,,,
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.31453008,,,,,,
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.035116,,,,,,
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-7.111300472,,,,,,
0,0,0,0,0,0,0,76.3,0,0,13,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-0.175213545,,,,,,
0,0,0,0,0,0,0,70.7,0,0,18.6,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-0.241788516,,,,,,
0,0,0,0,0,0,0,64.5,0,0,26.6,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-1.523387645,,,,,,
0,0,0,0,0,0,0,61.2,0,0,30.3,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.335050894,,,,,,
0,0,0,0,0,0,0,76.3,0,0,13,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-3.038871766,,,,,,
0,0,0,0,0,0,0,70.7,0,0,18.6,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-3.201663696,,,,,,
0,0,0,0,95.89,3.04,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.51292546,,,,,,
0,0,0,0,95.89,3.04,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-14.35165399,,,,,,
0,0,0,0,95.89,3.04,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-9.028018815,,,,,,
0,0,0,1.1,94.81,3.05,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-17.39822982,,,,,,
0,0,0,1.1,94.81,3.05,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-16.22345617,,,,,,
0,0,0,1.1,94.81,3.05,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,-13.6166597,,,,,,
0,0,0,1.1,94.81,3.05,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-8.111728083,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.97,10.02,3.01,0,0,0,0,0,0,0,0,0,450,-14.50865774,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.97,10.02,3.01,0,0,0,0,0,0,0,0,0,500,-13.65850681,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.97,10.02,3.01,0,0,0,0,0,0,0,0,0,550,-13.20032492,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.97,10.02,3.01,0,0,0,0,0,0,0,0,0,600,-12.12541474,,,,,,
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-2.918771232,,,,,,
0,0,0,0,0,1.67,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-4.699480865,,,,,,
0,0,0,0,0,9.24,0,0,0,0,90.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-7.824046011,,,,,,
0,0,0,0,0,10.52,0,0,0,0,89.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-7.323270723,,,,,,
0,0,0,0,0,15.7,0,0,0,0,84.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-7.13089883,,,,,,
0,0,0,0,0,0,10.7,0,0,0,69.3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-16.93680605,,,,,,
0,0,0,0,1,0,10.7,0,0,0,69.3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-17.84406738,,,,,,
0,22.32,0,0,0,0,0,0,39.14,0,0,0,0,0,0,0,38.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-14.02870378,,,,,,
0,0,0,0,0,28.84,0,0,36.75,0,0,0,0,0,0,0,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-14.19238821,,,,,,
